ID,Gene title,Gene symbol,Platform_ORF
2212,Sec16p,SEC16,YPL085W
2213,Tbs1p,TBS1,YBR150C
2214,rRNA-processing protein UTP22,UTP22,YGR090W
2215,Kel1p,KEL1,YHR158C
2216,Ecm30p,ECM30,YLR436C
2217,DNA-dependent ATPase RAD26,RAD26,YJR035W
2219,Sip3p,SIP3,YNL257C
2220,Atg2p,ATG2,YNL242W
2221,Gal11p,GAL11,YOL051W
2222,Axl1p,AXL1,YPR122W
2223,phosphatidylinositol kinase-related protein kinase TOR2,TOR2,YKL203C
2224,gag-pol fusion protein,YER160C,YER160C
2225,putative serine/threonine protein kinase KIC1,KIC1,YHR102W
2227,E3 ubiquitin-protein ligase TOM1,TOM1,YDR457W
2228,Fig2p,FIG2,YCR089W
2229,isocitrate lyase 1,ICL1,YER065C
2230,Mak32p,MAK32,YCR019W
2231,inositol polyphosphate multikinase,ARG82,YDR173C
2232,"ditrans,polycis-polyprenyl diphosphate synthase",SRT1,YMR101C
2233,tRNA (guanine-N2-)-methyltransferase,TRM11,YOL124C
2234,pheromone-regulated protein PRM10,PRM10,YJL108C
2235,Sps100p,SPS100,YHR139C
2236,hypothetical protein,YIL001W,YIL001W
2237,Aim17p,AIM17,YHL021C
2238,Dsf2p,DSF2,YBR007C
2239,putative protein kinase ISR1,ISR1,YPR106W
2241,cysteine--tRNA ligase,YNL247W,YNL247W
2242,Art10p,ART10,YLR392C
2243,hypothetical protein,YMR279C,YMR279C
2244,mRNA splicing protein PRP42,PRP42,YDR235W
2245,GPI-anchor transamidase GPI17,GPI17,YDR434W
2246,peptidylprolyl isomerase FPR4,FPR4,YLR449W
2247,Pex27p,PEX27,YOR193W
2248,pyridoxine 4-dehydrogenase,YPR127W,YPR127W
2249,putative ubiquitin-specific protease UBP16,UBP16,YPL072W
2250,"alpha-1,2-mannosyltransferase KRE2",KRE2,YDR483W
2251,ferric/cupric-chelate reductase,FRE2,YKL220C
2252,Pff1p,PFF1,YBR075W
2253,TOR complex subunit LST8,LST8,YNL006W
2255,Rph1p,RPH1,YER169W
2256,ATP-dependent 5'-3' DNA helicase HCS1,HCS1,YKL017C
2257,ribonuclease,NUC1,YJL208C
2258,Mft1p,MFT1,YML062C
2259,transcription regulator GCR1,GCR1,YPL075W
2260,drug-responsive transcription factor PDR1,PDR1,YGL013C
2261,homoserine dehydrogenase,HOM6,YJR139C
2262,putative divalent metal ion transporter SMF3,SMF3,YLR034C
2263,ribose phosphate diphosphokinase subunit PRS5,PRS5,YOL061W
2264,"3',5'-cyclic-nucleotide phosphodiesterase PDE2",PDE2,YOR360C
2265,Cmr3p,CMR3,YPR013C
2266,Taf6p,TAF6,YGL112C
2267,Mnn4p,MNN4,YKL200C
2268,Irc10p,IRC10,YOL015W
2269,maltose permease,MAL31,YBR298C
2270,Hop,HO,YDL227C
2271,Btn2p,BTN2,YGR142W
2272,lipid-binding protein PIL1,PIL1,YGR086C
2273,MCM DNA helicase complex subunit MCM5,MCM5,YLR274W
2274,Lds1p,LDS1,YAL018C
2275,hypothetical protein,YDL206W,YDL206W
2276,Epl1p,EPL1,YFL024C
2277,non-specific serine/threonine protein kinase,YPL150W,YPL150W
2278,S-methyl-5-thioadenosine phosphorylase,MEU1,YLR017W
2280,Whi4p,WHI4,YDL224C
2281,Mpc54p,MPC54,YOR177C
2282,Rtn2p,RTN2,YDL204W
2283,Sef1p,SEF1,YBL066C
2284,Bud8p,BUD8,YLR353W
2285,hexose transporter HXT4,HXT4,YHR092C
2286,Rgp1p,RGP1,YDR137W
2288,membrane insertase OXA1,OXA1,YER154W
2289,Bsd2p,BSD2,YBR290W
2290,ATP-dependent RNA helicase HAS1,HAS1,YMR290C
2291,Dal81p,DAL81,YIR023W
2292,hypothetical protein,YDR306C,YDR306C
2293,hypothetical protein,YDR061W,YDR061W
2294,exosome non-catalytic core subunit RRP4,RRP4,YHR069C
2295,proteasome regulatory particle base subunit RPT2,RPT2,YDL007W
2296,Zn(2+) transporter ZRG17,ZRG17,YNR039C
2297,serine/threonine protein kinase ELM1,ELM1,YKL048C
2298,translation initiation factor eIF4G,TIF4632,YGL049C
2299,"alpha-1,3-mannosyltransferase MNN1",MNN1,YER001W
2300,Elongator subunit IKI1,IKI1,YHR187W
2301,bifunctional chorismate synthase/riboflavin reductase [NAD(P)H] ARO2,ARO2,YGL148W
2302,glucose sensor,RGT2,YDL138W
2303,transcription factor MBP1,MBP1,YDL056W
2304,Dph1p,DPH1,YIL103W
2305,B-type cyclin CLB2,CLB2,YPR119W
2306,Rup1p,RUP1,YOR138C
2307,rRNA-processing protein MPP10,MPP10,YJR002W
2308,salt homeostasis regulator,PPZ2,YDR436W
2309,putative N(6)-L-threonylcarbamoyladenine synthase,QRI7,YDL104C
2310,cleavage polyadenylation factor subunit MPE1,MPE1,YKL059C
2311,Rim2p,RIM2,YBR192W
2312,aurora kinase,IPL1,YPL209C
2313,low-affinity Zn(2+) transporter ZRT2,ZRT2,YLR130C
2314,Utp7p,UTP7,YER082C
2315,metal cation transporter MSC2,MSC2,YDR205W
2316,zinc-coordinating transcription factor SFP1,SFP1,YLR403W
2317,histidinol-phosphatase,HIS2,YFR025C
2318,Pzf1p,PZF1,YPR186C
2319,Rec114p,REC114,YMR133W
2320,U2-type spliceosomal complex subunit CWC22,CWC22,YGR278W
2321,U4/U6-U5 snRNP complex subunit PRP3,PRP3,YDR473C
2322,hypothetical protein,YMR160W,YMR160W
2324,Hir1p,HIR1,YBL008W
2325,Hir2p,HIR2,YOR038C
2326,hypothetical protein,YHL017W,YHL017W
2327,Hol1p,HOL1,YNR055C
2328,serine/threonine protein kinase SKY1,SKY1,YMR216C
2329,Zn(2+) transporter ZRT3,ZRT3,YKL175W
2330,hypothetical protein,YKR015C,YKR015C
2331,Elongator subunit ELP3,ELP3,YPL086C
2332,Aim46p,AIM46,YHR199C
2333,prion domain-containing protein RNQ1,RNQ1,YCL028W
2334,glutamate--tRNA ligase MSE1,MSE1,YOL033W
2335,bifunctional triglyceride lipase/lysophosphatidylethanolamine acyltransferase,TGL3,YMR313C
2336,Ecm22p,ECM22,YLR228C
2337,bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase,GAL10,YBR019C
2338,beta-fructofuranosidase SUC2,SUC2,YIL162W
2339,Mch1p,MCH1,YDL054C
2340,Nan1p,NAN1,YPL126W
2341,hypothetical protein,YNL144C,YNL144C
2342,ATP-dependent RNA helicase NAM7,NAM7,YMR080C
2343,RNA polymerase III-inhibiting protein MAF1,MAF1,YDR005C
2344,1-phosphatidylinositol 4-kinase LSB6,LSB6,YJL100W
2345,recombinase DMC1,DMC1,YER179W
2346,FG-nucleoporin NUP60,NUP60,YAR002W
2347,Mdm20p,MDM20,YOL076W
2349,Edc3p,EDC3,YEL015W
2350,mitochondrial 37S ribosomal protein NAM9,NAM9,YNL137C
2351,NAD(+) diphosphatase,NPY1,YGL067W
2352,carnitine:acyl carnitine antiporter,CRC1,YOR100C
2353,bifunctional K:H/Na:H antiporter NHX1,NHX1,YDR456W
2354,tRNA A64-2'-O-ribosylphosphate transferase,RIT1,YMR283C
2355,protein kinase ALK1,ALK1,YGL021W
2356,putative pyridoxal kinase BUD17,BUD17,YNR027W
2357,"3',5'-cyclic-nucleotide phosphodiesterase PDE1",PDE1,YGL248W
2358,Ecm2p,ECM2,YBR065C
2359,Ran guanyl-nucleotide exchange factor,SRM1,YGL097W
2360,Dsc2p,DSC2,YOL073C
2361,Mrf1p,MRF1,YGL143C
2362,mRNA-processing endoribonuclease,SWT1,YOR166C
2363,tyrosine--tRNA ligase TYS1,TYS1,YGR185C
2364,phytoceramidase,YPC1,YBR183W
2365,deoxyhypusine synthase,DYS1,YHR068W
2366,citrate (Si)-synthase CIT3,CIT3,YPR001W
2367,ribosome-binding protein NMD3,NMD3,YHR170W
2368,putative GTPase NOG1,NOG1,YPL093W
2369,lanosterol synthase ERG7,ERG7,YHR072W
2370,Mgr1p,MGR1,YCL044C
2371,CCR4-NOT core subunit NOT3,NOT3,YIL038C
2372,proteasome core particle subunit beta 5,PRE2,YPR103W
2373,H(+)-transporting V0 sector ATPase subunit a,VPH1,YOR270C
2374,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase NQM1,NQM1,YGR043C
2375,Abp140p,ABP140,YOR240W
2376,Aim9p,AIM9,YER080W
2377,1-phosphatidylinositol 4-kinase,PIK1,YNL267W
2378,hypothetical protein,YCL049C,YCL049C
2379,H(+)-exporting P2-type ATPase PMA2,PMA2,YPL036W
2380,cAMP-dependent protein kinase regulatory subunit BCY1,BCY1,YIL033C
2381,Cbp3p,CBP3,YPL215W
2382,ADP-ribosylation factor GTPase-activating protein,GLO3,YER122C
2383,sulfuric ester hydrolase,BDS1,YOL164W
2384,trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1,YPR1,YDR368W
2385,proteinase A,PEP4,YPL154C
2386,hypothetical protein,YJL181W,YJL181W
2387,Sge1p,SGE1,YPR198W
2388,hypothetical protein,YGL036W,YGL036W
2389,type 2C protein phosphatase PTC5,PTC5,YOR090C
2391,Pbi1p,PBI1,YPL272C
2392,NADHX dehydratase,YKL151C,YKL151C
2393,protein-lysine N-methyltransferase,RKM3,YBR030W
2394,hypothetical protein,YGR067C,YGR067C
2395,Gep3p,GEP3,YOR205C
2396,alkaline phosphatase PHO8,PHO8,YDR481C
2397,putative DNA-dependent ATPase RAD55,RAD55,YDR076W
2398,Avt7p,AVT7,YIL088C
2399,rRNA-processing endoribonuclease,RCL1,YOL010W
2400,Vps54p,VPS54,YDR027C
2401,Mcm10p,MCM10,YIL150C
2402,pseudouridine synthase PUS7,PUS7,YOR243C
2403,putative lipid phosphatase CDC1,CDC1,YDR182W
2404,Mad3p,MAD3,YJL013C
2405,Ras family GTPase RAS1,RAS1,YOR101W
2406,Ste5p,STE5,YDR103W
2407,Gef1p,GEF1,YJR040W
2408,Hsp90 family chaperone HSP82,HSP82,YPL240C
2409,trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase,URH1,YDR400W
2410,Spc34p,SPC34,YKR037C
2412,ubiquitin-protein ligase RMD5,RMD5,YDR255C
2413,FG-nucleoporin NUP100,NUP100,YKL068W
2414,hypothetical protein,YPR097W,YPR097W
2415,arginine permease CAN1,CAN1,YEL063C
2416,25S rRNA (uracil2843-N3)-methyltransferase,BMT6,YLR063W
2417,Sly41p,SLY41,YOR307C
2418,translation initiation factor eIF2 subunit gamma,GCD11,YER025W
2419,E3 ubiquitin-protein ligase HEL1,HEL1,YKR017C
2420,serine/threonine protein kinase KIN3,KIN3,YAR018C
2421,acylglycerone-phosphate reductase,AYR1,YIL124W
2422,N-acetylglucosaminylphosphatidylinositol deacetylase,GPI12,YMR281W
2423,DNA replication protein SLD5,SLD5,YDR489W
2424,cyclin PCL2,PCL2,YDL127W
2425,aldo-keto reductase superfamily protein,YJR096W,YJR096W
2426,cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1,SIC1,YLR079W
2427,cationic amino acid transporter,YPQ1,YOL092W
2428,dolichyl-phosphate beta-D-mannosyltransferase,DPM1,YPR183W
2429,Srl4p,SRL4,YPL033C
2431,Trs33p,TRS33,YOR115C
2432,iron-sulfur cluster assembly protein CFD1,CFD1,YIL003W
2433,hypothetical protein,YPR109W,YPR109W
2434,hydroxyacylglutathione hydrolase GLO4,GLO4,YOR040W
2435,hypothetical protein,YHL026C,YHL026C
2436,ribose-5-phosphate isomerase RKI1,RKI1,YOR095C
2437,mitochondrial 37S ribosomal protein MRPS28,MRPS28,YDR337W
2438,Arr1p,ARR1,YPR199C
2439,Gep5p,GEP5,YLR091W
2440,Sfh5p,SFH5,YJL145W
2443,mitochondrial 37S ribosomal protein RSM28,RSM28,YDR494W
2444,DNA-directed RNA polymerase III subunit C37,RPC37,YKR025W
2445,putative GPI-anchored mannoprotein,TIR2,YOR010C
2446,hypothetical protein,YNL195C,YNL195C
2447,hypothetical protein,YHR140W,YHR140W
2448,exosome non-catalytic core subunit RRP40,RRP40,YOL142W
2449,ESCRT-III subunit protein VPS20,VPS20,YMR077C
2450,F1F0 ATP synthase subunit 4,ATP4,YPL078C
2451,E2 ubiquitin-conjugating protein UBC6,UBC6,YER100W
2452,Bud3p,BUD3,YCL012W
2453,Rab family GTPase YPT52,YPT52,YKR014C
2454,ADP-ribose diphosphatase,YSA1,YBR111C
2455,hypothetical protein,YPL107W,YPL107W
2456,hypothetical protein,YGR126W,YGR126W
2459,Ssp120p,SSP120,YLR250W
2460,Rho family GTPase RHO3,RHO3,YIL118W
2461,Sdd1p,SDD1,YEL057C
2462,Tfs1p,TFS1,YLR178C
2463,exosome non-catalytic core subunit MTR3,MTR3,YGR158C
2464,Ccw14p,CCW14,YLR391W-A
2465,peptide alpha-N-acetyltransferase complex B subunit NAT3,NAT3,YPR131C
2466,mitochondrial 54S ribosomal protein YmL47,MRPL16,YBL038W
2467,hypothetical protein,YBR197C,YBR197C
2468,mRNA splicing protein PRP18,PRP18,YGR006W
2470,Env10p,ENV10,YLR065C
2471,ribosomal 60S subunit protein L19A,RPL19A,YBR084C-A
2472,frequenin,FRQ1,YDR373W
2473,Nit1p,NIT1,YIL164C
2474,snoRNA-binding rRNA-processing protein IMP3,IMP3,YHR148W
2475,palmitoyltransferase YKT6,YKT6,YKL196C
2476,Oca2p,OCA2,YNL056W
2477,Ncs6p,NCS6,YGL211W
2478,Spo16p,SPO16,YHR153C
2479,Arf family GTPase SAR1,SAR1,YPL218W
2480,hypothetical protein,YLR031W,YLR031W
2481,DNA polymerase epsilon noncatalytic subunit,DPB4,YDR121W
2482,RNA polymerase II subunit A C-terminal domain phosphatase,SSU72,YNL222W
2483,hypothetical protein,YML079W,YML079W
2485,acetyltransferase,YJL218W,YJL218W
2487,Yar1p,YAR1,YPL239W
2488,Fun14p,FUN14,YAL008W
2489,hypothetical protein,YOL029C,YOL029C
2490,hypothetical protein,YER034W,YER034W
2491,,,YCL076W
2492,Brr6p,BRR6,YGL247W
2493,hypothetical protein,YLL053C,YLL053C
2494,Bet1p,BET1,YIL004C
2495,,,YNL179C
2496,cytidine deaminase,CDD1,YLR245C
2497,mitochondrial 54S ribosomal protein MRPL50,MRPL50,YNR022C
2498,hypothetical protein,YPR063C,YPR063C
2499,putative mitochondrial 37S ribosomal protein MRPS12,MRPS12,YNR036C
2500,ubiquinol--cytochrome-c reductase subunit 6,QCR6,YFR033C
2501,Erg28p,ERG28,YER044C
2502,,,YHR095W
2503,Sna4p,SNA4,YDL123W
2504,hypothetical protein,YGR035C,YGR035C
2505,putative redox protein,FMP46,YKR049C
2506,sphingosine N-acyltransferase subunit LIP1,LIP1,YMR298W
2507,pseudo,FLO8,YER109C
2509,Vps55p,VPS55,YJR044C
2510,DNA-directed RNA polymerase I subunit RPA14,RPA14,YDR156W
2511,Ino4p,INO4,YOL108C
2513,Got1p,GOT1,YMR292W
2514,Shg1p,SHG1,YBR258C
2515,Bls1p,BLS1,YLR408C
2516,Aim4p,AIM4,YBR194W
2517,mRNA splicing protein SME1,SME1,YOR159C
2518,Rrt8p,RRT8,YOL048C
2519,proteasome regulatory particle lid subunit SEM1,SEM1,YDR363W-A
2520,Lcl1p,LCL1,YPL056C
2521,,,YIL058W
2522,ATPase inhibitor,INH1,YDL181W
2523,,,YAR069C
2524,Hsp10p,HSP10,YOR020C
2525,ubiquitin-binding ESCRT-I subunit protein MVB12,MVB12,YGR206W
2526,,,YIL025C
2527,putative mitochondrial 54S ribosomal protein RTC6,RTC6,YPL183W-A
2528,Mak31p,MAK31,YCR020C-A
2529,Isd11p,ISD11,YER048W-A
2530,,,YDR278C
2531,,,YIL086C
2532,hypothetical protein,YAR064W,YAR064W
2533,Mdm35p,MDM35,YKL053C-A
2534,protein transporter TIM9,TIM9,YEL020W-A
2535,,,YJL007C
2536,Cis1p,CIS1,YLR346C
2537,,,YDR220C
2538,hypothetical protein,YOL013W-A,YOL013W-A
2539,Sna2p,SNA2,YDR525W-A
2540,Tma10p,TMA10,YLR327C
2541,,,YJL152W
2542,SCF ubiquitin ligase subunit SKP1,SKP1,YDR328C
2543,DNA damage-responsive protein 48,DDR48,YMR173W
2544,mRNA splicing protein SMD1,SMD1,YGR074W
2545,,,YDR455C
2547,,,YJL015C
2548,,,YLR428C
2549,,,YFR056C
2550,,,YLR140W
2551,,,YDR445C
2552,,,YDR048C
2553,,,YBR124W
2554,,,YDR290W
2555,,,YGL074C
2556,,,YBR116C
2557,,,YJL169W
2558,hypothetical protein,YLR281C,YLR281C
2559,Mms4p,MMS4,YBR100W
2560,Gim5p,GIM5,YML094W
2561,protein translocase subunit TIM13,TIM13,YGR181W
2562,pheromone-regulated DUP240 family protein PRM9,PRM9,YAR031W
2563,,,YLR279W
2564,,,YBL073W
2565,,,YPL073C
2566,,,YMR306C-A
2567,,,YJL064W
2568,mitochondrial 54S ribosomal protein MRPL51,MRPL51,YPR100W
2569,,,YMR294W-A
2570,,,YDL050C
2571,ribosomal 40S subunit protein S11A,RPS11A,YDR025W
2572,histone H3,HHT1,YBR010W
2573,,,YCR049C
2574,ribosomal 40S subunit protein S14B,RPS14B,YJL191W
2575,,,YGL102C
2576,,,YBL053W
2577,ribosomal 40S subunit protein S24A,RPS24A,YER074W
2578,hypothetical protein,YIL060W,YIL060W
2579,,,YNL266W
2580,,,YOR055W
2581,,,YOR200W
2582,hypothetical protein,YEL075C,YEL075C
2583,,,YOR325W
2584,,,YBR226C
2585,,,YOR139C
2586,,,YDR417C
2587,ribosomal 60S subunit protein L23A,RPL23A,YBL087C
2589,,,YPR126C
2590,ribosomal 60S subunit protein L43A,RPL43A,YPR043W
2591,,,YKR047W
2592,"1,3-beta-glucan synthase GSC2",GSC2,YGR032W
2593,,,YNR025C
2594,,,YML117W-A
2595,,,YBL108W
2596,,,YDR094W
2597,hypothetical protein,YDR114C,YDR114C
2598,,,YBL107W-A
2599,peptide alpha-N-acetyltransferase MAK3,MAK3,YPR051W
2600,,,YLR041W
2601,,,YCL046W
2602,ribosomal 40S subunit protein S27B,RPS27B,YHR021C
2603,pseudo,YIR043C,YIR044C
2604,hypothetical protein,YMR158C-A,YMR158C-B
2605,,,YBL096C
2606,Aua1p,AUA1,YFL011W-A
2608,hypothetical protein,YGL260W,YGL260W
2609,ribosomal 40S subunit protein S30A,RPS30A,YLR287C-A
2610,ribosomal 60S subunit protein L41A,RPL41A,YDL184C
2611,,,YDL026W
2612,,,YJL009W
2646,Vhc1p,VHC1,YBR235W
2647,sulfite reductase (NADPH) subunit beta,MET5,YJR137C
2648,Na(+)/Li(+)-exporting P-type ATPase ENA1,ENA1,YDR040C
2650,Mtc5p,MTC5,YDR128W
2651,Ran GTPase-binding protein LOS1,LOS1,YKL205W
2652,Nup192p,NUP192,YJL039C
2653,putative aminophospholipid-translocating P4-type ATPase NEO1,NEO1,YIL048W
2654,Duf1p,DUF1,YOL087C
2656,DNA-dependent ATPase FUN30,FUN30,YAL019W
2657,DNA-directed RNA polymerase I core subunit RPA190,RPA190,YOR341W
2658,aminophospholipid-translocating P4-type ATPase DNF2,DNF2,YDR093W
2659,Ras family guanine nucleotide exchange factor CDC25,CDC25,YLR310C
2660,protein kinase RIM15,RIM15,YFL033C
2661,Snt1p,SNT1,YCR033W
2662,"1,3-beta-glucan synthase GSC2",GSC2,YGR032W
2663,chromatin-remodeling ATPase CHD1,CHD1,YER164W
2664,"putative 1,3-beta-D-glucan synthase",FKS3,YMR306W
2665,ATP-dependent DNA helicase SGS1,SGS1,YMR190C
2666,DNA-directed RNA polymerase II core subunit RPO21,RPO21,YDL140C
2667,phosphatidylinositol kinase-related protein kinase TOR1,TOR1,YJR066W
2668,myosin 4,MYO4,YAL029C
2669,Dck1p,DCK1,YLR422W
2670,Rho family GTPase RHO5,RHO5,YNL180C
2672,cohesin-loading factor complex subunit SCC4,SCC4,YER147C
2673,Bck2p,BCK2,YER167W
2674,exosome catalytic subunit DIS3,DIS3,YOL021C
2675,snoRNA-binding rRNA-processing protein UTP6,UTP6,YDR449C
2676,glucose-6-phosphate isomerase,PGI1,YBR196C
2677,U2 snRNP complex subunit HSH155,HSH155,YMR288W
2678,protein channel TOM70,TOM70,YNL121C
2679,Ice2p,ICE2,YIL090W
2680,hypothetical protein,YDR090C,YDR090C
2681,Utr2p,UTR2,YEL040W
2682,Erc1p,ERC1,YHR032W
2683,Rox1p,ROX1,YPR065W
2684,metalloendopeptidase,PRD1,YCL057W
2685,Aep3p,AEP3,YPL005W
2686,hypothetical protein,YEL023C,YEL023C
2687,Msc3p,MSC3,YLR219W
2688,hypothetical protein,YJL171C,YJL171C
2689,anaphase promoting complex subunit CDC23,CDC23,YHR166C
2690,Pcl6p,PCL6,YER059W
2691,putative Mg(2+) transporter ALR2,ALR2,YFL050C
2692,septin SPR3,SPR3,YGR059W
2693,ATP-binding cassette long-chain fatty acid transporter PXA1,PXA1,YPL147W
2694,aspartate transaminase AAT1,AAT1,YKL106W
2695,glucose-induced degradation complex subunit GID8,GID8,YMR135C
2696,cystathionine beta-synthase CYS4,CYS4,YGR155W
2697,Tma64p,TMA64,YDR117C
2698,tethering complex subunit PEP3,PEP3,YLR148W
2699,NADPH dehydrogenase,OYE2,YHR179W
2700,ATP-binding mismatch repair protein,PMS1,YNL082W
2701,phenylalanine--tRNA ligase,MSF1,YPR047W
2702,Mmr1p,MMR1,YLR190W
2703,oxysterol-binding protein related protein OSH3,OSH3,YHR073W
2704,dihydrofolate synthase,FOL3,YMR113W
2706,ferric-chelate reductase,FRE4,YNR060W
2707,Don1p,DON1,YDR273W
2708,Rab GTPase-activating protein MSB4,MSB4,YOL112W
2709,alpha-tubulin TUB3,TUB3,YML124C
2710,oxidoreductase,CYC2,YOR037W
2711,electron carrier DRE2,DRE2,YKR071C
2712,Sgo1p,SGO1,YOR073W
2713,Yrb2p,YRB2,YIL063C
2715,Smm1p,SMM1,YNR015W
2716,Bsp1p,BSP1,YPR171W
2717,Eis1p,EIS1,YMR031C
2718,DNA-directed DNA polymerase delta subunit POL31,POL31,YJR006W
2719,Gdi1p,GDI1,YER136W
2720,Arp7p,ARP7,YPR034W
2721,putative family 17 glucosidase,SCW10,YMR305C
2722,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1,TAL1,YLR354C
2723,"N,N-dimethylaniline monooxygenase",FMO1,YHR176W
2724,type 1 protein phosphatase-activating protein SDS22,SDS22,YKL193C
2725,Emp47p,EMP47,YFL048C
2726,Lre1p,LRE1,YCL051W
2727,putative palmitoyltransferase AKR2,AKR2,YOR034C
2728,Npl6p,NPL6,YMR091C
2729,SUN family protein NCA3,NCA3,YJL116C
2731,beta-glucan synthesis-associated protein SKN1,SKN1,YGR143W
2732,RNA-processing protein REF2,REF2,YDR195W
2733,fumarase FUM1,FUM1,YPL262W
2734,sphingolipid transporter,NCR1,YPL006W
2735,mitogen-activated protein kinase HOG1,HOG1,YLR113W
2736,ferric/cupric-chelate reductase,FRE1,YLR214W
2738,bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase,"ARG5,6",YER069W
2739,COP9 signalosome catalytic subunit RRI1,RRI1,YDL216C
2740,Tda6p,TDA6,YPR157W
2741,translation elongation factor Tu,TUF1,YOR187W
2742,Dur3p,DUR3,YHL016C
2743,amino acid transporter,AVT5,YBL089W
2744,Wsc4p,WSC4,YHL028W
2745,Kar3p,KAR3,YPR141C
2746,War1p,WAR1,YML076C
2747,dolichyl-phosphate-mannose-protein mannosyltransferase PMT1,PMT1,YDL095W
2748,Nem1-Spo7 phosphatase catalytic subunit NEM1,NEM1,YHR004C
2749,Bit2p,BIT2,YBR270C
2750,"oligo-1,6-glucosidase IMA5",IMA5,YJL216C
2751,putative serine/threonine protein kinase KIN82,KIN82,YCR091W
2752,hypothetical protein,YMR102C,YMR102C
2753,Rrg1p,RRG1,YDR065W
2754,dioxygenase BNA2,BNA2,YJR078W
2755,DNA-binding transcriptional regulator UME6,UME6,YDR207C
2756,Phd1p,PHD1,YKL043W
2757,oxygen-dependent protoporphyrinogen oxidase,HEM14,YER014W
2758,hypothetical protein,YNL193W,YNL193W
2759,Mfb1p,MFB1,YDR219C
2760,salt homeostasis regulator,PPZ1,YML016C
2761,Vps72p,VPS72,YDR485C
2762,Erv41p,ERV41,YML067C
2763,Mup1p,MUP1,YGR055W
2764,non-canonical poly(A) polymerase TRF5,TRF5,YNL299W
2765,NADH/NAD(+) kinase,YEF1,YEL041W
2766,Twf1p,TWF1,YGR080W
2767,Mdm32p,MDM32,YOR147W
2768,casein kinase 2 catalytic subunit CKA2,CKA2,YOR061W
2769,sphinganine kinase LCB3,LCB3,YJL134W
2770,Nur1p,NUR1,YDL089W
2771,borate transporter,ATR1,YML116W
2772,Pbp1p,PBP1,YGR178C
2773,Etr1p,ETR1,YBR026C
2774,Ytm1p,YTM1,YOR272W
2775,pseudo,SDC25,YLL016W
2776,She9p,SHE9,YDR393W
2777,ribosome biosynthesis protein RRB1,RRB1,YMR131C
2778,Pry3p,PRY3,YJL078C
2779,Smy2p,SMY2,YBR172C
2780,pseudouridine synthase PUS1,PUS1,YPL212C
2781,Erb1p,ERB1,YMR049C
2782,O-acyltransferase,GUP1,YGL084C
2783,Apj1p,APJ1,YNL077W
2784,Fat3p,FAT3,YKL187C
2785,hypothetical protein,YGR111W,YGR111W
2787,ribonuclease H2 catalytic subunit RNH201,RNH201,YNL072W
2788,putative serine--tRNA ligase DIA4,DIA4,YHR011W
2789,putative GTPase NOG2,NOG2,YNR053C
2790,Uip5p,UIP5,YKR044W
2791,condensin subunit YCG1,YCG1,YDR325W
2792,NADH-ubiquinone reductase (H(+)-translocating) NDE1,NDE1,YMR145C
2793,ubiquinone biosynthesis protein COQ4,COQ4,YDR204W
2794,"putative phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",TEP1,YNL128W
2795,hypothetical protein,YBR259W,YBR259W
2796,Gis4p,GIS4,YML006C
2797,Fir1p,FIR1,YER032W
2798,Spt21p,SPT21,YMR179W
2799,Gtt3p,GTT3,YEL017W
2800,serine/threonine protein kinase YCK2,YCK2,YNL154C
2801,glycerol-3-phosphate dehydrogenase (NAD(+)) GPD1,GPD1,YDL022W
2802,Eos1p,EOS1,YNL080C
2803,Seh1p,SEH1,YGL100W
2804,Caf120p,CAF120,YNL278W
2805,Mpt5p,MPT5,YGL178W
2806,Bre5p,BRE5,YNR051C
2807,phosphoprotein phosphatase 2A catalytic subunit PPH21,PPH21,YDL134C
2809,Rab GTPase-binding exocyst subunit SEC15,SEC15,YGL233W
2810,Std1p,STD1,YOR047C
2811,putative family 17 glucosidase,SCW4,YGR279C
2812,kinetochore-associated Ndc80 complex subunit NUF2,NUF2,YOL069W
2813,Dxo1p,DXO1,YDR370C
2814,ubiquitin-protein transferase activating protein CDC20,CDC20,YGL116W
2815,6-phosphofructokinase subunit beta,PFK2,YMR205C
2816,protein geranylgeranyltransferase type I subunit CDC43,CDC43,YGL155W
2817,mismatch repair protein MLH3,MLH3,YPL164C
2818,mitochondrial 37S ribosomal protein MRPS35,MRPS35,YGR165W
2819,putative serine/threonine-protein phosphatase,YNL217W,YNL217W
2820,Swc4p,SWC4,YGR002C
2821,Yif1p,YIF1,YNL263C
2822,putative lipoate--protein ligase,AIM22,YJL046W
2823,Tip41p,TIP41,YPR040W
2824,mitochondrial-processing protease subunit alpha,MAS2,YHR024C
2825,diphosphomevalonate decarboxylase MVD1,MVD1,YNR043W
2826,choline-phosphate cytidylyltransferase,PCT1,YGR202C
2828,CTP synthase URA8,URA8,YJR103W
2829,ubiquinol--cytochrome-c reductase subunit 2,QCR2,YPR191W
